Date : 2026-08-20 13:23:55
Directory : /home/MictDev/Projects/Capacitaciones-mh
Total : 298 files,  85558 codes, 5391 comments, 9726 blanks, all 100675 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/MictDev/Projects/Capacitaciones-mh/frontend/src/views/user/PerfilView.vue                          | vue                |        454 |          8 |         37 |        499 |
| /home/MictDev/Projects/Capacitaciones-mh/frontend/src/views/user/ResponderExamen.vue                     | vue                |        216 |          6 |         20 |        242 |
| /home/MictDev/Projects/Capacitaciones-mh/frontend/src/views/user/UserLayout.vue                          | vue                |        228 |          9 |         17 |        254 |
| /home/MictDev/Projects/Capacitaciones-mh/frontend/src/views/user/VerCapacitacion.vue                     | vue                |      4,472 |         61 |        541 |      5,074 |
| /home/MictDev/Projects/Capacitaciones-mh/frontend/tailwind.config.js                                     | JavaScript         |         25 |         23 |          1 |         49 |
| /home/MictDev/Projects/Capacitaciones-mh/frontend/tsconfig.app.json                                      | JSON               |         12 |          0 |          2 |         14 |
| /home/MictDev/Projects/Capacitaciones-mh/frontend/tsconfig.json                                          | JSON with Comments |         11 |          0 |          1 |         12 |
| /home/MictDev/Projects/Capacitaciones-mh/frontend/tsconfig.node.json                                     | JSON               |         17 |          0 |          3 |         20 |
| /home/MictDev/Projects/Capacitaciones-mh/frontend/vite.config.ts                                         | TypeScript         |         27 |          0 |          2 |         29 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/Dockerfile                                              | Docker             |         29 |         11 |         16 |         56 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/cmd/server/main.go                                      | Go                 |         94 |         14 |         18 |        126 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/go.mod                                                  | Go Module File     |         62 |          0 |          7 |         69 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/go.sum                                                  | Go Checksum File   |        153 |          0 |          1 |        154 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/clients/clients.go                             | Go                 |         53 |          7 |          8 |         68 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/config/config.go                               | Go                 |        148 |         35 |         28 |        211 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/auth.go                                | Go                 |        209 |         21 |         29 |        259 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/compras.go                             | Go                 |        338 |         80 |         60 |        478 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/cursos.go                              | Go                 |      1,029 |        158 |         96 |      1,283 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/dc3.go                                 | Go                 |        334 |        166 |         46 |        546 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/diagnostic.go                          | Go                 |         87 |         23 |         11 |        121 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/examenes.go                            | Go                 |        322 |         13 |         34 |        369 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/foros.go                               | Go                 |        188 |         19 |         22 |        229 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/lecciones.go                           | Go                 |        696 |         62 |         52 |        810 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/llamadas.go                            | Go                 |        176 |         56 |         27 |        259 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/mensajes.go                            | Go                 |        321 |         31 |         43 |        395 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/notificar.go                           | Go                 |         73 |         38 |         12 |        123 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/presign.go                             | Go                 |         60 |          7 |         14 |         81 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/suscripciones.go                       | Go                 |        264 |         49 |         29 |        342 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/usuarios.go                            | Go                 |        211 |         18 |         21 |        250 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/ws.go                                  | Go                 |        145 |         22 |         22 |        189 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/hub/hub.go                                     | Go                 |         84 |         14 |         13 |        111 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/hub/llamadas.go                                | Go                 |        376 |        102 |         47 |        525 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/hub/llamadas_test.go                           | Go                 |        368 |         19 |         66 |        453 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/middleware/auth.go                             | Go                 |        151 |         12 |         19 |        182 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/middleware/ratelimit.go                        | Go                 |         72 |          6 |         13 |         91 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/pdf/gotenberg.go                               | Go                 |         68 |         47 |         13 |        128 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/router/router.go                               | Go                 |        222 |         55 |         49 |        326 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/storage/r2.go                                  | Go                 |        159 |         20 |         21 |        200 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/auth/auth.pb.go                                             | Go                 |        776 |         23 |        123 |        922 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/auth/auth_grpc.pb.go                                        | Go                 |        365 |         65 |         32 |        462 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/cursos/cursos.pb.go                                         | Go                 |      5,040 |        169 |        753 |      5,962 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/cursos/cursos_grpc.pb.go                                    | Go                 |      2,129 |         99 |        130 |      2,358 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/examenes/examenes.pb.go                                     | Go                 |      1,220 |         27 |        190 |      1,437 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/examenes/examenes_grpc.pb.go                                | Go                 |        437 |         43 |         36 |        516 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/foros/foros.pb.go                                           | Go                 |        947 |         33 |        146 |      1,126 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/foros/foros_grpc.pb.go                                      | Go                 |        293 |         39 |         28 |        360 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/go.mod                                                      | Go Module File     |         12 |          2 |          5 |         19 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/go.sum                                                      | Go Checksum File   |         32 |          0 |          1 |         33 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/lecciones/lecciones.pb.go                                   | Go                 |      3,231 |         72 |        483 |      3,786 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/lecciones/lecciones_grpc.pb.go                              | Go                 |      1,085 |         65 |         72 |      1,222 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/mensajes/mensajes.pb.go                                     | Go                 |      1,187 |         27 |        188 |      1,402 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/mensajes/mensajes_grpc.pb.go                                | Go                 |        437 |         31 |         36 |        504 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/usuarios/usuarios.pb.go                                     | Go                 |      1,320 |         39 |        203 |      1,562 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/usuarios/usuarios_grpc.pb.go                                | Go                 |        545 |         69 |         42 |        656 |
| /home/MictDev/Projects/Capacitaciones-mh/go.mod                                                          | Go Module File     |         66 |          0 |          5 |         71 |
| /home/MictDev/Projects/Capacitaciones-mh/go.sum                                                          | Go Checksum File   |        161 |          0 |          1 |        162 |
| /home/MictDev/Projects/Capacitaciones-mh/go.work                                                         | Go Work File       |         16 |          2 |          2 |         20 |
| /home/MictDev/Projects/Capacitaciones-mh/gotenberg/Dockerfile                                            | Docker             |         16 |         44 |          6 |         66 |
| /home/MictDev/Projects/Capacitaciones-mh/gotenberg/fonts-dc3.conf                                        | Properties         |         30 |          0 |          6 |         36 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/cache/cache.go                                         | Go                 |         11 |          3 |          5 |         19 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/config/config.go                                       | Go                 |         97 |         35 |         30 |        162 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/db/db.go                                               | Go                 |         42 |          5 |         10 |         57 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/db/schema.go                                           | Go                 |        335 |          0 |         48 |        383 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/auth.go                                       | Go                 |        186 |         10 |         27 |        223 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/capacitaciones.go                             | Go                 |        225 |          0 |         17 |        242 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/email.go                                      | Go                 |         68 |         10 |         16 |         94 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/examenes.go                                   | Go                 |        458 |          1 |         43 |        502 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/foros.go                                      | Go                 |        383 |          4 |         52 |        439 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/helpers.go                                    | Go                 |         17 |          0 |          4 |         21 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/instructor.go                                 | Go                 |        544 |          2 |         51 |        597 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/intermedias.go                                | Go                 |        190 |          0 |         33 |        223 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/lecciones.go                                  | Go                 |        241 |          1 |         34 |        276 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/migrate.go                                    | Go                 |        122 |          9 |         22 |        153 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/notificaciones.go                             | Go                 |         88 |          2 |         15 |        105 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/perfil.go                                     | Go                 |        158 |          6 |         19 |        183 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/presign.go                                    | Go                 |         62 |          5 |         11 |         78 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/recaptcha.go                                  | Go                 |         43 |          0 |          6 |         49 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/scoring.go                                    | Go                 |         26 |          5 |          4 |         35 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/scoring_test.go                               | Go                 |         74 |          2 |          7 |         83 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/usuarios.go                                   | Go                 |        105 |          2 |         14 |        121 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/validation.go                                 | Go                 |         68 |          6 |          7 |         81 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/middleware/auth.go                                     | Go                 |         79 |          6 |         16 |        101 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/middleware/auth_test.go                                | Go                 |        115 |          6 |         25 |        146 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/middleware/ratelimit.go                                | Go                 |         81 |          2 |         10 |         93 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/models/models.go                                       | Go                 |        137 |          0 |         16 |        153 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/repository/user.go                                     | Go                 |         64 |         16 |         13 |         93 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/sanitize/sanitize.go                                   | Go                 |         10 |         10 |          6 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/service/auth_service.go                                | Go                 |         86 |         26 |         23 |        135 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/storage/r2.go                                          | Go                 |        226 |         27 |         35 |        288 |
| /home/MictDev/Projects/Capacitaciones-mh/main.go                                                         | Go                 |        211 |         23 |         42 |        276 |
| /home/MictDev/Projects/Capacitaciones-mh/migrations/001_retirar_videollamadas.sql                        | MS SQL             |         10 |         34 |          8 |         52 |
| /home/MictDev/Projects/Capacitaciones-mh/migrations/001_retirar_videollamadas_railway.sql                | MS SQL             |         53 |         51 |         24 |        128 |
| /home/MictDev/Projects/Capacitaciones-mh/migrations/002_pagos_y_suscripciones.sql                        | MS SQL             |        155 |         84 |         49 |        288 |
| /home/MictDev/Projects/Capacitaciones-mh/migrations/conciliacion.sql                                     | MS SQL             |         83 |         61 |         15 |        159 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/dc3/dc3.go                                                  | Go                 |        210 |        109 |         36 |        355 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/dc3/dc3_test.go                                             | Go                 |        197 |         38 |         25 |        260 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/dc3/go.mod                                                  | Go Module File     |          4 |          0 |          4 |          8 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/dc3/go.sum                                                  | Go Checksum File   |         11 |          0 |          1 |         12 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/mailer/go.mod                                               | Go Module File     |          2 |          0 |          2 |          4 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/mailer/mailer.go                                            | Go                 |        141 |         33 |         24 |        198 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/mailer/mailer_test.go                                       | Go                 |        135 |          0 |         17 |        152 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/mailer/templates.go                                         | Go                 |        335 |         67 |         57 |        459 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/money/go.mod                                                | Go Module File     |          2 |          0 |          2 |          4 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/money/money.go                                              | Go                 |        123 |         56 |         28 |        207 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/money/money_test.go                                         | Go                 |        145 |         10 |         17 |        172 |
| /home/MictDev/Projects/Capacitaciones-mh/respaldo_videollamadas.sql                                      | MS SQL             |         83 |         38 |         41 |        162 |
| /home/MictDev/Projects/Capacitaciones-mh/scratch/check_db.go                                             | Go                 |         27 |          0 |          5 |         32 |
| /home/MictDev/Projects/Capacitaciones-mh/scratch/package-lock.json                                       | JSON               |        162 |          0 |          1 |        163 |
| /home/MictDev/Projects/Capacitaciones-mh/scratch/package.json                                            | JSON               |         16 |          0 |          1 |         17 |
| /home/MictDev/Projects/Capacitaciones-mh/scripts/backup_db.sh                                            | Shell Script       |         38 |         17 |         11 |         66 |
| /home/MictDev/Projects/Capacitaciones-mh/scripts/video_faststart.sh                                      | Shell Script       |         75 |         32 |         15 |        122 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/Dockerfile                                        | Docker             |         18 |          3 |         10 |         31 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/cmd/server/main.go                                | Go                 |        135 |         17 |         20 |        172 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/go.mod                                            | Go Module File     |         26 |          0 |          6 |         32 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/go.sum                                            | Go Checksum File   |         71 |          0 |          1 |         72 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/internal/config/config.go                         | Go                 |         93 |         19 |         22 |        134 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/internal/handler/auth_handler.go                  | Go                 |        140 |         14 |         20 |        174 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/internal/model/user.go                            | Go                 |         19 |          4 |          4 |         27 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/internal/repository/user_repository.go            | Go                 |        129 |         19 |         23 |        171 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/internal/service/auth_service.go                  | Go                 |        382 |         64 |         70 |        516 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/Dockerfile                                      | Docker             |         18 |          2 |          6 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/cmd/server/main.go                              | Go                 |        266 |         66 |         21 |        353 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/go.mod                                          | Go Module File     |         25 |          0 |          6 |         31 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/go.sum                                          | Go Checksum File   |         69 |          0 |          1 |         70 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/handler/cursos_handler.go              | Go                 |        318 |         21 |         53 |        392 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/handler/dc3_handler.go                 | Go                 |         69 |         14 |         12 |         95 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/handler/suscripciones_handler.go       | Go                 |         94 |          4 |         14 |        112 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/repository/cursos_repository.go        | Go                 |        716 |         66 |         89 |        871 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/repository/dc3_repository.go           | Go                 |        245 |         71 |         24 |        340 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/repository/ordenes_repository.go       | Go                 |        219 |         52 |         30 |        301 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/repository/suscripciones_repository.go | Go                 |        385 |         64 |         50 |        499 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/service/cursos_service.go              | Go                 |        818 |         89 |        109 |      1,016 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/service/dc3_service.go                 | Go                 |        219 |         95 |         31 |        345 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/service/metodos_pago.go                | Go                 |         56 |         29 |         13 |         98 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/service/suscripciones_service.go       | Go                 |        261 |         34 |         29 |        324 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/Dockerfile                                    | Docker             |         16 |          0 |          6 |         22 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/cmd/server/main.go                            | Go                 |        107 |          2 |         12 |        121 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/go.mod                                        | Go Module File     |         21 |          0 |          5 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/go.sum                                        | Go Checksum File   |         67 |          0 |          1 |         68 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/internal/handler/examenes_handler.go          | Go                 |        105 |          3 |         21 |        129 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/internal/repository/examenes_repository.go    | Go                 |        284 |          7 |         36 |        327 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/internal/service/examenes_service.go          | Go                 |        136 |          4 |         20 |        160 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/Dockerfile                                       | Docker             |         16 |          0 |          6 |         22 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/cmd/server/main.go                               | Go                 |        121 |          7 |         12 |        140 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/go.mod                                           | Go Module File     |         21 |          0 |          5 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/go.sum                                           | Go Checksum File   |         67 |          0 |          1 |         68 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/internal/handler/foros_handler.go                | Go                 |         79 |          1 |         14 |         94 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/internal/repository/foros_repository.go          | Go                 |        275 |         10 |         26 |        311 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/internal/service/foros_service.go                | Go                 |         57 |          0 |         12 |         69 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/Dockerfile                                   | Docker             |         16 |          0 |          6 |         22 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/cmd/server/main.go                           | Go                 |        198 |         16 |         27 |        241 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/go.mod                                       | Go Module File     |         21 |          0 |          5 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/go.sum                                       | Go Checksum File   |         67 |          0 |          1 |         68 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/badges/badges.go                    | Go                 |        169 |         28 |         23 |        220 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/gameschemas/schemas.go              | Go                 |         49 |        127 |         11 |        187 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/handler/lecciones_handler.go        | Go                 |        228 |         10 |         43 |        281 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/repository/curso_tree.go            | Go                 |         66 |         14 |         16 |         96 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/repository/lecciones_repository.go  | Go                 |        776 |         53 |         91 |        920 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/service/lecciones_service.go        | Go                 |        315 |         40 |         60 |        415 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/service/progresion.go               | Go                 |         56 |         30 |         11 |         97 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/service/progresion_test.go          | Go                 |        121 |         14 |         16 |        151 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/Dockerfile                                    | Docker             |         16 |          0 |          6 |         22 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/cmd/server/main.go                            | Go                 |        105 |          4 |         12 |        121 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/go.mod                                        | Go Module File     |         21 |          0 |          5 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/go.sum                                        | Go Checksum File   |         67 |          0 |          1 |         68 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/internal/handler/mensajes_handler.go          | Go                 |         81 |          0 |         17 |         98 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/internal/repository/contactos.go              | Go                 |         82 |         41 |         16 |        139 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/internal/repository/mensajes_repository.go    | Go                 |        237 |          6 |         28 |        271 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/internal/service/mensajes_service.go          | Go                 |        229 |         26 |         31 |        286 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/Dockerfile                                    | Docker             |         16 |          0 |          6 |         22 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/cmd/server/main.go                            | Go                 |         96 |          3 |         13 |        112 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/go.mod                                        | Go Module File     |         21 |          0 |          5 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/go.sum                                        | Go Checksum File   |         67 |          0 |          1 |         68 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/internal/handler/usuarios_handler.go          | Go                 |        114 |          8 |         18 |        140 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/internal/repository/usuario_repository.go     | Go                 |        235 |         26 |         29 |        290 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/internal/service/usuarios_service.go          | Go                 |        120 |         16 |         21 |        157 |
| /home/MictDev/Projects/Capacitaciones-mh/write_clean.py                                                  | Python             |        790 |          0 |          6 |        796 |
| Total                                                                                                    |                    |     85,558 |      5,391 |      9,726 |    100,675 |
+----------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
