Date : 2026-08-13 10:55:40
Directory : /home/MictDev/Projects/Capacitaciones-mh
Total : 266 files,  77990 codes, 3447 comments, 8660 blanks, all 90097 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/foros.go                               | Go                 |        146 |          7 |         16 |        169 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/lecciones.go                           | Go                 |        710 |         54 |         54 |        818 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/mensajes.go                            | Go                 |        298 |         19 |         42 |        359 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/presign.go                             | Go                 |         59 |          3 |         14 |         76 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/suscripciones.go                       | Go                 |        246 |         35 |         27 |        308 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/usuarios.go                            | Go                 |        221 |         19 |         22 |        262 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/ws.go                                  | Go                 |        116 |          6 |         17 |        139 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/hub/hub.go                                     | Go                 |         78 |          9 |         12 |         99 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/middleware/auth.go                             | Go                 |        151 |         12 |         19 |        182 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/middleware/ratelimit.go                        | Go                 |         72 |          6 |         13 |         91 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/router/router.go                               | Go                 |        213 |         34 |         45 |        292 |
| /home/MictDev/Projects/Capacitaciones-mh/gateway/internal/storage/r2.go                                  | Go                 |        153 |         14 |         20 |        187 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/auth/auth.pb.go                                             | Go                 |        776 |         23 |        123 |        922 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/auth/auth_grpc.pb.go                                        | Go                 |        365 |         65 |         32 |        462 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/cursos/cursos.pb.go                                         | Go                 |      4,201 |         79 |        629 |      4,909 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/cursos/cursos_grpc.pb.go                                    | Go                 |      1,877 |         75 |        116 |      2,068 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/examenes/examenes.pb.go                                     | Go                 |      1,220 |         27 |        190 |      1,437 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/examenes/examenes_grpc.pb.go                                | Go                 |        437 |         43 |         36 |        516 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/foros/foros.pb.go                                           | Go                 |        887 |         21 |        139 |      1,047 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/foros/foros_grpc.pb.go                                      | Go                 |        293 |         39 |         28 |        360 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/go.mod                                                      | Go Module File     |         12 |          2 |          5 |         19 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/go.sum                                                      | Go Checksum File   |         32 |          0 |          1 |         33 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/lecciones/lecciones.pb.go                                   | Go                 |      3,231 |         72 |        483 |      3,786 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/lecciones/lecciones_grpc.pb.go                              | Go                 |      1,085 |         65 |         72 |      1,222 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/mensajes/mensajes.pb.go                                     | Go                 |      1,187 |         27 |        188 |      1,402 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/mensajes/mensajes_grpc.pb.go                                | Go                 |        437 |         31 |         36 |        504 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/usuarios/usuarios.pb.go                                     | Go                 |      1,194 |         29 |        183 |      1,406 |
| /home/MictDev/Projects/Capacitaciones-mh/gen/usuarios/usuarios_grpc.pb.go                                | Go                 |        545 |         65 |         42 |        652 |
| /home/MictDev/Projects/Capacitaciones-mh/go.mod                                                          | Go Module File     |         66 |          0 |          5 |         71 |
| /home/MictDev/Projects/Capacitaciones-mh/go.sum                                                          | Go Checksum File   |        161 |          0 |          1 |        162 |
| /home/MictDev/Projects/Capacitaciones-mh/go.work                                                         | Go Work File       |         15 |          2 |          2 |         19 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/cache/cache.go                                         | Go                 |         11 |          3 |          5 |         19 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/config/config.go                                       | Go                 |         97 |         35 |         30 |        162 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/db/db.go                                               | Go                 |         42 |          5 |         10 |         57 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/db/schema.go                                           | Go                 |        335 |          0 |         48 |        383 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/auth.go                                       | Go                 |        186 |         10 |         27 |        223 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/capacitaciones.go                             | Go                 |        225 |          0 |         17 |        242 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/email.go                                      | Go                 |         68 |         10 |         16 |         94 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/examenes.go                                   | Go                 |        458 |          1 |         43 |        502 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/foros.go                                      | Go                 |        383 |          4 |         52 |        439 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/helpers.go                                    | Go                 |         17 |          0 |          4 |         21 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/instructor.go                                 | Go                 |        544 |          2 |         51 |        597 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/intermedias.go                                | Go                 |        190 |          0 |         33 |        223 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/lecciones.go                                  | Go                 |        241 |          1 |         34 |        276 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/migrate.go                                    | Go                 |        122 |          9 |         22 |        153 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/notificaciones.go                             | Go                 |         88 |          2 |         15 |        105 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/perfil.go                                     | Go                 |        198 |          4 |         26 |        228 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/presign.go                                    | Go                 |         62 |          5 |         11 |         78 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/recaptcha.go                                  | Go                 |         43 |          0 |          6 |         49 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/scoring.go                                    | Go                 |         26 |          5 |          4 |         35 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/scoring_test.go                               | Go                 |         74 |          2 |          7 |         83 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/usuarios.go                                   | Go                 |        105 |          2 |         14 |        121 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/handlers/validation.go                                 | Go                 |         68 |          6 |          7 |         81 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/middleware/auth.go                                     | Go                 |         79 |          6 |         16 |        101 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/middleware/auth_test.go                                | Go                 |        115 |          6 |         25 |        146 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/middleware/ratelimit.go                                | Go                 |         81 |          2 |         10 |         93 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/models/models.go                                       | Go                 |        137 |          0 |         16 |        153 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/repository/user.go                                     | Go                 |         64 |         16 |         13 |         93 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/sanitize/sanitize.go                                   | Go                 |         10 |         10 |          6 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/service/auth_service.go                                | Go                 |         86 |         26 |         23 |        135 |
| /home/MictDev/Projects/Capacitaciones-mh/internal/storage/r2.go                                          | Go                 |        226 |         27 |         35 |        288 |
| /home/MictDev/Projects/Capacitaciones-mh/main.go                                                         | Go                 |        212 |         21 |         42 |        275 |
| /home/MictDev/Projects/Capacitaciones-mh/migrations/001_retirar_videollamadas.sql                        | MS SQL             |         10 |         34 |          8 |         52 |
| /home/MictDev/Projects/Capacitaciones-mh/migrations/001_retirar_videollamadas_railway.sql                | MS SQL             |         53 |         51 |         24 |        128 |
| /home/MictDev/Projects/Capacitaciones-mh/migrations/002_pagos_y_suscripciones.sql                        | MS SQL             |        155 |         84 |         49 |        288 |
| /home/MictDev/Projects/Capacitaciones-mh/migrations/conciliacion.sql                                     | MS SQL             |         83 |         61 |         15 |        159 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/mailer/go.mod                                               | Go Module File     |          2 |          0 |          2 |          4 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/mailer/mailer.go                                            | Go                 |        141 |         33 |         24 |        198 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/mailer/mailer_test.go                                       | Go                 |        135 |          0 |         17 |        152 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/mailer/templates.go                                         | Go                 |        335 |         67 |         57 |        459 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/money/go.mod                                                | Go Module File     |          2 |          0 |          2 |          4 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/money/money.go                                              | Go                 |        123 |         56 |         28 |        207 |
| /home/MictDev/Projects/Capacitaciones-mh/pkg/money/money_test.go                                         | Go                 |        145 |         10 |         17 |        172 |
| /home/MictDev/Projects/Capacitaciones-mh/respaldo_videollamadas.sql                                      | MS SQL             |         83 |         38 |         41 |        162 |
| /home/MictDev/Projects/Capacitaciones-mh/scratch/check_db.go                                             | Go                 |         27 |          0 |          5 |         32 |
| /home/MictDev/Projects/Capacitaciones-mh/scratch/package-lock.json                                       | JSON               |        162 |          0 |          1 |        163 |
| /home/MictDev/Projects/Capacitaciones-mh/scratch/package.json                                            | JSON               |         16 |          0 |          1 |         17 |
| /home/MictDev/Projects/Capacitaciones-mh/scripts/backup_db.sh                                            | Shell Script       |         38 |         17 |         11 |         66 |
| /home/MictDev/Projects/Capacitaciones-mh/scripts/video_faststart.sh                                      | Shell Script       |         75 |         32 |         15 |        122 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/Dockerfile                                        | Docker             |         18 |          3 |         10 |         31 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/cmd/server/main.go                                | Go                 |        135 |         17 |         20 |        172 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/go.mod                                            | Go Module File     |         26 |          0 |          6 |         32 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/go.sum                                            | Go Checksum File   |         71 |          0 |          1 |         72 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/internal/config/config.go                         | Go                 |         93 |         19 |         22 |        134 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/internal/handler/auth_handler.go                  | Go                 |        140 |         14 |         20 |        174 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/internal/model/user.go                            | Go                 |         19 |          4 |          4 |         27 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/internal/repository/user_repository.go            | Go                 |        129 |         19 |         23 |        171 |
| /home/MictDev/Projects/Capacitaciones-mh/services/auth/internal/service/auth_service.go                  | Go                 |        382 |         64 |         70 |        516 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/Dockerfile                                      | Docker             |         18 |          2 |          6 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/cmd/server/main.go                              | Go                 |        220 |         14 |         16 |        250 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/go.mod                                          | Go Module File     |         25 |          0 |          6 |         31 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/go.sum                                          | Go Checksum File   |         75 |          0 |          1 |         76 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/handler/cursos_handler.go              | Go                 |        318 |         21 |         53 |        392 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/handler/suscripciones_handler.go       | Go                 |         94 |          4 |         14 |        112 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/repository/cursos_repository.go        | Go                 |        694 |         48 |         87 |        829 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/repository/ordenes_repository.go       | Go                 |        219 |         52 |         30 |        301 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/repository/suscripciones_repository.go | Go                 |        385 |         64 |         50 |        499 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/service/cursos_service.go              | Go                 |        809 |         87 |        109 |      1,005 |
| /home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/service/suscripciones_service.go       | Go                 |        261 |         34 |         29 |        324 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/Dockerfile                                    | Docker             |         16 |          0 |          6 |         22 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/cmd/server/main.go                            | Go                 |        107 |          2 |         12 |        121 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/go.mod                                        | Go Module File     |         21 |          0 |          5 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/go.sum                                        | Go Checksum File   |         67 |          0 |          1 |         68 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/internal/handler/examenes_handler.go          | Go                 |        105 |          3 |         21 |        129 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/internal/repository/examenes_repository.go    | Go                 |        284 |          7 |         36 |        327 |
| /home/MictDev/Projects/Capacitaciones-mh/services/examenes/internal/service/examenes_service.go          | Go                 |        136 |          4 |         20 |        160 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/Dockerfile                                       | Docker             |         16 |          0 |          6 |         22 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/cmd/server/main.go                               | Go                 |        119 |          2 |         12 |        133 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/go.mod                                           | Go Module File     |         21 |          0 |          5 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/go.sum                                           | Go Checksum File   |         67 |          0 |          1 |         68 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/internal/handler/foros_handler.go                | Go                 |         79 |          1 |         14 |         94 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/internal/repository/foros_repository.go          | Go                 |        249 |          2 |         24 |        275 |
| /home/MictDev/Projects/Capacitaciones-mh/services/foros/internal/service/foros_service.go                | Go                 |         57 |          0 |         12 |         69 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/Dockerfile                                   | Docker             |         16 |          0 |          6 |         22 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/cmd/server/main.go                           | Go                 |        198 |         16 |         27 |        241 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/go.mod                                       | Go Module File     |         21 |          0 |          5 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/go.sum                                       | Go Checksum File   |         67 |          0 |          1 |         68 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/badges/badges.go                    | Go                 |        169 |         28 |         23 |        220 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/gameschemas/schemas.go              | Go                 |         49 |        127 |         11 |        187 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/handler/lecciones_handler.go        | Go                 |        228 |         10 |         43 |        281 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/repository/curso_tree.go            | Go                 |         66 |         14 |         16 |         96 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/repository/lecciones_repository.go  | Go                 |        776 |         53 |         91 |        920 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/service/lecciones_service.go        | Go                 |        315 |         40 |         60 |        415 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/service/progresion.go               | Go                 |         56 |         30 |         11 |         97 |
| /home/MictDev/Projects/Capacitaciones-mh/services/lecciones/internal/service/progresion_test.go          | Go                 |        121 |         14 |         16 |        151 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/Dockerfile                                    | Docker             |         16 |          0 |          6 |         22 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/cmd/server/main.go                            | Go                 |        105 |          4 |         12 |        121 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/go.mod                                        | Go Module File     |         21 |          0 |          5 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/go.sum                                        | Go Checksum File   |         67 |          0 |          1 |         68 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/internal/handler/mensajes_handler.go          | Go                 |         81 |          0 |         17 |         98 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/internal/repository/contactos.go              | Go                 |         82 |         41 |         16 |        139 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/internal/repository/mensajes_repository.go    | Go                 |        237 |          6 |         28 |        271 |
| /home/MictDev/Projects/Capacitaciones-mh/services/mensajes/internal/service/mensajes_service.go          | Go                 |        229 |         26 |         31 |        286 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/Dockerfile                                    | Docker             |         16 |          0 |          6 |         22 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/cmd/server/main.go                            | Go                 |         96 |          3 |         13 |        112 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/go.mod                                        | Go Module File     |         21 |          0 |          5 |         26 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/go.sum                                        | Go Checksum File   |         67 |          0 |          1 |         68 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/internal/handler/usuarios_handler.go          | Go                 |        108 |          5 |         18 |        131 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/internal/repository/usuario_repository.go     | Go                 |        205 |         17 |         26 |        248 |
| /home/MictDev/Projects/Capacitaciones-mh/services/usuarios/internal/service/usuarios_service.go          | Go                 |         95 |          3 |         18 |        116 |
| /home/MictDev/Projects/Capacitaciones-mh/write_clean.py                                                  | Python             |        790 |          0 |          6 |        796 |
| Total                                                                                                    |                    |     77,990 |      3,447 |      8,660 |     90,097 |
+----------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
